file_name,status,sender_no
newCampaign_split_200.csv,False,
newCampaign_split_201.csv,False,
newCampaign_split_202.csv,False,
newCampaign_split_203.csv,False,
newCampaign_split_204.csv,False,
newCampaign_split_205.csv,False,
newCampaign_split_206.csv,False,
newCampaign_split_207.csv,False,
newCampaign_split_208.csv,False,
newCampaign_split_209.csv,False,
newCampaign_split_210.csv,False,
newCampaign_split_211.csv,False,
newCampaign_split_212.csv,False,
newCampaign_split_213.csv,False,
newCampaign_split_214.csv,False,
newCampaign_split_215.csv,False,
newCampaign_split_216.csv,False,
newCampaign_split_217.csv,False,
newCampaign_split_218.csv,False,
newCampaign_split_219.csv,False,
newCampaign_split_220.csv,False,
newCampaign_split_221.csv,False,
newCampaign_split_222.csv,False,
newCampaign_split_223.csv,False,
newCampaign_split_224.csv,False,
newCampaign_split_225.csv,False,
newCampaign_split_226.csv,False,
newCampaign_split_227.csv,False,
newCampaign_split_228.csv,False,
newCampaign_split_229.csv,False,
newCampaign_split_230.csv,False,
newCampaign_split_231.csv,False,
newCampaign_split_232.csv,False,
newCampaign_split_233.csv,False,
newCampaign_split_234.csv,False,
newCampaign_split_235.csv,False,
newCampaign_split_236.csv,False,
newCampaign_split_237.csv,False,
newCampaign_split_238.csv,False,
newCampaign_split_239.csv,False,
newCampaign_split_240.csv,False,
newCampaign_split_241.csv,False,
newCampaign_split_242.csv,False,
newCampaign_split_243.csv,False,
newCampaign_split_244.csv,False,
newCampaign_split_245.csv,False,
newCampaign_split_246.csv,False,
newCampaign_split_247.csv,False,
newCampaign_split_248.csv,False,
newCampaign_split_249.csv,False,
newCampaign_split_250.csv,False,
newCampaign_split_251.csv,False,
newCampaign_split_252.csv,False,
newCampaign_split_253.csv,False,
newCampaign_split_254.csv,False,
newCampaign_split_255.csv,False,
newCampaign_split_256.csv,False,
newCampaign_split_257.csv,False,
newCampaign_split_258.csv,False,
newCampaign_split_259.csv,False,
newCampaign_split_260.csv,False,
newCampaign_split_261.csv,False,
newCampaign_split_262.csv,False,
newCampaign_split_263.csv,False,
newCampaign_split_264.csv,False,
newCampaign_split_265.csv,False,
newCampaign_split_266.csv,False,
newCampaign_split_267.csv,False,
newCampaign_split_268.csv,False,
newCampaign_split_269.csv,False,
newCampaign_split_270.csv,False,
newCampaign_split_271.csv,False,
newCampaign_split_272.csv,False,
newCampaign_split_273.csv,False,
newCampaign_split_274.csv,False,
newCampaign_split_275.csv,False,
newCampaign_split_276.csv,False,
newCampaign_split_277.csv,False,
newCampaign_split_278.csv,False,
newCampaign_split_279.csv,False,
newCampaign_split_280.csv,False,
newCampaign_split_281.csv,False,
newCampaign_split_282.csv,False,
newCampaign_split_283.csv,False,
newCampaign_split_284.csv,False,
newCampaign_split_285.csv,False,
newCampaign_split_286.csv,False,
newCampaign_split_287.csv,False,
newCampaign_split_288.csv,False,
newCampaign_split_289.csv,False,
newCampaign_split_290.csv,False,
newCampaign_split_291.csv,False,
newCampaign_split_292.csv,False,
newCampaign_split_293.csv,False,
newCampaign_split_294.csv,False,
newCampaign_split_295.csv,False,
newCampaign_split_296.csv,False,
newCampaign_split_297.csv,False,
newCampaign_split_298.csv,False,
newCampaign_split_299.csv,False,
newCampaign_split_300.csv,False,
newCampaign_split_301.csv,False,
newCampaign_split_302.csv,False,
newCampaign_split_303.csv,False,
newCampaign_split_304.csv,False,
newCampaign_split_305.csv,False,
newCampaign_split_306.csv,False,
newCampaign_split_307.csv,False,
newCampaign_split_308.csv,False,
newCampaign_split_309.csv,False,
newCampaign_split_310.csv,False,
newCampaign_split_311.csv,False,
newCampaign_split_312.csv,False,
newCampaign_split_313.csv,False,
newCampaign_split_314.csv,False,
newCampaign_split_315.csv,False,
newCampaign_split_316.csv,False,
newCampaign_split_317.csv,False,
newCampaign_split_318.csv,False,
newCampaign_split_319.csv,False,
newCampaign_split_320.csv,False,
newCampaign_split_321.csv,False,
newCampaign_split_322.csv,False,
newCampaign_split_323.csv,False,
newCampaign_split_324.csv,False,
newCampaign_split_325.csv,False,
newCampaign_split_326.csv,False,
newCampaign_split_327.csv,False,
newCampaign_split_328.csv,False,
newCampaign_split_329.csv,False,
newCampaign_split_330.csv,False,
newCampaign_split_331.csv,False,
newCampaign_split_332.csv,False,
newCampaign_split_333.csv,False,
newCampaign_split_334.csv,False,
newCampaign_split_335.csv,False,
newCampaign_split_336.csv,False,
newCampaign_split_337.csv,False,
newCampaign_split_338.csv,False,
newCampaign_split_339.csv,False,
newCampaign_split_340.csv,False,
newCampaign_split_341.csv,False,
newCampaign_split_342.csv,False,
newCampaign_split_343.csv,False,
newCampaign_split_344.csv,False,
newCampaign_split_345.csv,False,
newCampaign_split_346.csv,False,
newCampaign_split_347.csv,False,
newCampaign_split_348.csv,False,
newCampaign_split_349.csv,False,
newCampaign_split_350.csv,False,
newCampaign_split_351.csv,False,
newCampaign_split_352.csv,False,
newCampaign_split_353.csv,False,
newCampaign_split_354.csv,False,
